"Item Code","ItemStatus","Description","Size","Age","Proof","Bottles Per Case","Unit Price","Effective Date"
"1095B",,"DEKUYPER 100 PROOF BLUSTERY PEPPRMNT SCH","750 ML",,100,12,14.95,04/01/2019
"1096B",,"MONARCH PEPPERMINT SCHNAPPS (WAS ROYALE)","750 ML",,48,12,6.95,04/01/2019
"1096H",,"MONARCH PEPPERMINT SCHNAPPS (WAS ROYALE)","1.75 L",,48,6,12.95,04/01/2019
"1098B",,"H R D PEACH SCHNAPPS","750 ML",,42,12,7.95,04/01/2019
"1098H",,"H R D PEACH SCHNAPPS","1.75 L",,42,6,14.95,04/01/2019
"1100B",,"POTTERS PEACH","750 ML",,30,12,5.95,04/01/2019
"1101B",,"FINLANDIA RASPBERRY VODKA","750 ML",,75,12,8.00,04/01/2019
"1103B","@","HENRY DU YORE'S BOURBON WHISKEY (OREGON)","750 ML",,91,12,35.15,04/01/2019
"1105B",,"H R D ROOT BEER SCHNAPPS","750 ML",,42,12,8.95,04/01/2019
"1106E",,"PENDLETON","375 ML",,80,24,12.95,04/01/2019
"1107B",,"GREY GOOSE CHERRY NOIR","750 ML",,80,6,35.95,04/01/2019
"1107E",,"GREY GOOSE CHERRY NOIR","375 ML",,80,12,9.95,04/01/2019
"1107F",,"GREY GOOSE CHERRY NOIR","50 ML",,80,120,1.50,04/01/2019
"1109B",,"STOLICHNAYA HOT JALAPENO FLAVORED VODKA","750 ML",,75,12,19.95,04/01/2019
"1109F",,"STOLICHNAYA HOT JALAPENO FLAVORED VODKA","50 ML",,75,120,1.00,04/01/2019
"1110B",,"STOLICHNAYA STICKI VODKA","750 ML",,75,12,7.00,04/01/2019
"1110F",,"STOLICHNAYA STICKI VODKA","50 ML",,75,120,0.50,04/01/2019
"1111B",,"DEKUYPER BUTTERSHOTS BUTTERSCOTCH SCHNPS","750 ML",,30,12,10.95,04/01/2019
"1112B",,"MONARCH HAZELNUT","750 ML",,48,12,9.95,04/01/2019
"1114B",,"FIREWATER CINNAMON SCHNAPPS 100 PROOF","750 ML",,100,12,9.00,04/01/2019
"1115B",,"HIRAM WALKER BUTTERSCOTCH","750 ML",,30,12,9.95,04/01/2019
"1116B","@","GIBSON FINEST GOLD 12YR CANADIAN WHISKEY","750 ML","12 YRS",80,12,28.95,04/01/2019
"1118B",,"HOUSE SPIRITS STILLROOM WESTWARD WHITE MALT WHISKEY","750 ML",,100,12,34.95,04/01/2019
"1119B",,"PINNACLE COCONUT VODKA","750 ML",,70,12,7.00,04/01/2019
"1120B",,"ICE 101 PROOF PEPPERMINT SCHNAPPS","750 ML",,101,12,16.95,04/01/2019
"1122B",,"HIGH WEST WHISKEY-SON OF BOURYE BLND WHS","750 ML",,92,6,48.70,04/01/2019
"1124B",,"HIGH WEST SILVER WHISKEY-OMG PURE RYE","750 ML",,99,6,5.00,04/01/2019
"1125B",,"BLACK HAUS BLACKBERRY SCHNAPPS","750 ML",,80,12,10.00,04/01/2019
"1126B",,"PACIFIC RUM LIGHT","750 ML",,80,12,24.95,04/01/2019
"1127B",,"FREMONT MISCHIEF VODKA","750 ML",,80,9,8.00,04/01/2019
"1128B",,"HIGHLAND RESERVE BLENDED MALT SCOTCH WHS","750 ML","12 YRS",80,6,25.00,04/01/2019
"1129B",,"YUKON JACK PERMA FROST SCHNAPPS","750 ML",,100,12,21.95,04/01/2019
"1130B",,"PIERRE FERRAND DRY CURACAO","750 ML",,80,6,37.95,04/01/2019
"1131B",,"SKINNYGIRL ISLAND COCONUT FLAVORED VODKA","750 ML",,60,12,5.00,04/01/2019
"1132B",,"SKINNYGIRL BARE NAKED VODKA","750 ML",,60,12,21.95,04/01/2019
"1133B",,"SKINNYGIRL TANGERINE FLAVORED VODKA","750 ML",,60,12,5.00,04/01/2019
"1134B",,"SKINNYGIRL CUCUMBER FLAVORED VODKA","750 ML",,60,12,5.00,04/01/2019
"1135B",,"SKINNYGIRL PINA COLADA","750 ML",,20,12,5.00,04/01/2019
"1136B",,"SMOKED SALMON VODKA","750 ML",,80,12,19.00,04/01/2019
"1137B",,"PLANTATION ORIGINAL DARK TRINIDAD&TOBAGO","750 ML",,80,6,10.00,04/01/2019
"1138B",,"PELIGROSO ANEJO 42 TEQUILA","750 ML",,84,6,35.95,04/01/2019
"1139B",,"1800 REPOSADO W/POMEGRANATE MIX","750 ML",,80,6,15.00,04/01/2019
"1140B",,"1800 SILVER TEQ W/1L EVERFRESH PINEAPPLE JUICE","750 ML",,80,6,15.00,04/01/2019
"1141B",,"THREE OLIVES LOOPY VODKA","750 ML",,70,12,17.95,04/01/2019
"1143B",,"BRUICHLADDICH BLACK ART","750 ML",,99,6,419.95,04/01/2019
"1144B",,"OCTOMORE COMUS","750 ML",,125,6,156.70,04/01/2019
"1145B",,"OCTOMORE ORPHEUS","750 ML",,122,6,178.60,04/01/2019
"1146B",,"PORT CHARLOTTE PC 9","750 ML",,118,6,143.85,04/01/2019
"1147B",,"PORT CHARLOTTE PC 8","750 ML",,121,6,114.15,04/01/2019
"1148B",,"FREMONT MISCHIEF FREEDOM COMMEMORTVE BTL","750 ML",,90,4,15.00,04/01/2019
"1149B",,"COLORADO'S OWN CORN WHISKEY","750 ML","2 YRS",80,12,3.00,04/01/2019
"1150B",,"HDC FALL CLASSIC APPLE CIDER WHISKEY","750 ML",,60,12,3.00,04/01/2019
"1151B",,"THREE OLIVES SUPER COLA","750 ML",,70,12,9.00,04/01/2019
"1152B",,"ALIEN TEQUILA ANEJO","750 ML",,80,6,30.00,04/01/2019
"1153B",,"ALIEN TEQUILA REPOSADO","750 ML",,80,6,30.00,04/01/2019
"1154B",,"ALIEN SILVER TEQUILA","750 ML",,80,6,24.00,04/01/2019
"1155E",,"VENTURA LIMONCELLO CREMA","375 ML",,58,12,10.00,04/01/2019
"1156B",,"LUNAZUL BLANCO SUMMER PACK W/ROCK GLASS","750 ML",,80,6,16.95,04/01/2019
"1157B",,"LUNAZUL REPOSADO SUMMER PACK W/ROCK GLS","750 ML",,80,6,16.95,04/01/2019
"1158B",,"BLACKHEART SPICED RUM VAP","750 ML",,93,6,6.00,04/01/2019
"1159B",,"KNOB CREEK RYE","750 ML",,100,6,34.95,04/01/2019
"1159H","@","KNOB CREEK RYE","1.75 L",,100,6,72.95,04/01/2019
"1160B",,"SKINNYGIRL WHITE PEACH MARGARITA","750 ML",,25,12,3.00,04/01/2019
"1161B",,"REDBREAST 12Y CASK STRENGTH IRISH WHISKY","750 ML","12 YRS",117,6,90.95,04/01/2019
"1162A",,"SUZE SAVEUR D'AUTREFOIS","LITER",,40,6,5.00,04/01/2019
"1163B",,"MALIBU SUNSHINE RUM","750 ML",,42,12,5.00,04/01/2019
"1163F",,"MALIBU SUNSHINE RUM","50 ML",,42,120,1.00,04/01/2019
"1164B",,"ABSOLUT CHERRYKRAN VODKA","750 ML",,80,12,10.00,04/01/2019
"1164F",,"ABSOLUT CHERRYKRAN VODKA","50 ML",,80,120,1.50,04/01/2019
"1168B",,"MARIE BRIZARD PEACH LIQUEUR","750 ML",,36,6,5.00,04/01/2019
"1169B",,"DON Q ANEJO RUM","750 ML",,80,12,19.95,04/01/2019
"1174B",,"HEAVEN HILL TRYBOX SERIES RYE NEW MAKE","750 ML",,125,3,27.65,04/01/2019
"1175B",,"HEAVEN HILL TRYBOX SERIES CORN NEW MAKE","750 ML",,125,3,27.65,04/01/2019
"1176B",,"BARENJAGER HONEY & BOURBON LIQUEUR","750 ML",,70,6,5.00,04/01/2019
"1176E",,"BARENJAGER HONEY & BOURBON LIQUEUR","375 ML",,70,12,12.00,04/01/2019
"1177H",,"JOSE CUERVO AUTH. LT WILD BERRY MARGARITA","1.75 L",,20,6,3.00,04/01/2019
"1178H",,"JOSE CUERVO AUTH. GRPFRT TANG MARGARITA","1.75 L",,20,6,17.95,04/01/2019
"1180B",,"BREAKOUT PREMIUM RYE WHISKEY","750 ML",,86,6,5.00,04/01/2019
"1181B",,"ALASKA OUTLAW WHISKEY","750 ML",,80,6,20.00,04/01/2019
"1182B",,"PURGATORY HEMP SEED VODKA","750 ML",,80,12,21.00,04/01/2019
"1183B",,"BRISTOL BAY GIN","750 ML",,90,12,20.00,04/01/2019
"1184B",,"PERMAFROST ALASKA VODKA","750 ML",,80,6,10.00,04/01/2019
"1185B",,"FROSTBITE VODKA","750 ML",,80,12,20.00,04/01/2019
"1186E",,"GLENMORANGIE COLLECTION","375 ML",,89,6,31.95,04/01/2019
"1187B",,"360 RED RASPBERRY FLAVORED VODKA","750 ML",,70,12,15.95,04/01/2019
"1187F",,"360 RED RASPBERRY FLAVORED VODKA","50 ML",,70,60,0.50,04/01/2019
"1188B",,"BURNETT'S MAPLE SYRUP VODKA","750 ML",,70,12,5.00,04/01/2019
"1189B",,"ARTENOM 1580 BLANCO TEQUILA","750 ML",,80,6,25.00,04/01/2019
"1192B",,"FEW SPIRITS WHITE WHISKEY","750 ML",,80,6,5.00,04/01/2019
"1193B",,"CASTAREDE ARMAGNAC BLANCHE","750 ML",,80,6,3.00,04/01/2019
"1195B",,"DOWNSLOPE OLDE TOM CITRUS FLAVORED GIN","750 ML",,80,12,10.00,04/01/2019
"1196B",,"WHISTLING ANDY HIBISCUS COCONUT FLV RUM","750 ML",,80,12,5.00,04/01/2019
"1198B",,"GOLDEN APPLE BRANDY","750 ML",,80,12,3.00,04/01/2019
"1199B",,"GOLDEN RASPBERRY BRANDY","750 ML",,80,12,3.00,04/01/2019
"1200B",,"DEKUYPER MELON DEW LIQUEUR","750 ML",,46,12,10.95,04/01/2019
"1201B",,"SAMISH BAY GOLDEN WHISKEY WASHINGTON","750 ML",,80,12,5.00,04/01/2019
"1202B",,"E.H. TAYLOR WAREHOUSE C TORNADO SURVIVNG","750 ML",,100,6,59.00,04/01/2019
"1203B",,"BIG BOTTOM ZIN CASK BOURBON","750 ML",,91,12,44.95,04/01/2019
"1204B",,"DEKUYPER HOT DAMN CINNAMON FLV 30 PROOF","750 ML",,30,12,10.95,04/01/2019
"1207B",,"GAETANO MENON","750 ML",,42,12,10.95,04/01/2019
"1208B",,"FOUR ROSES 2012 LIMITED EDITION","750 ML",,111,6,82.75,04/01/2019
"1209B",,"SOUTHERN COMFORT CHERRY","750 ML",,60,12,7.00,04/01/2019
"1210B",,"ELIJAH CRAIG SINGLE BARREL 20YR","750 ML",,90,3,129.95,04/01/2019
"1211B",,"GOLD RUSH CINNAMON","750 ML",,103,12,16.95,04/01/2019
"1213B",,"GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED","750 ML",,87,12,22.95,04/01/2019
"1213E",,"GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED","375 ML",,87,12,12.95,04/01/2019
"1213F",,"GOLDSCHLAGER CINNAMON SCHNAPPS IMPORTED","50 ML",,87,120,2.75,04/01/2019
"1215B",,"DR. MCGILLICUDDY'S ROOT BEER","750 ML",,42,12,8.00,04/01/2019
"1216B",,"UV CHOCOLATE CAKE VODKA","750 ML",,60,12,7.00,04/01/2019
"1216F",,"UV CHOCOLATE CAKE VODKA","50 ML",,60,60,1.00,04/01/2019
"1217B",,"JOHN JACOB HOMEMADE WHISKEY WASHINGTON","750 ML",,80,9,7.00,04/01/2019
"1219B",,"DEKUYPER WATERMELON PUCKER SCHNAPPS","750 ML",,30,12,10.95,04/01/2019
"1221B",,"BOMBAY SAPPHIRE EAST","750 ML",,94,12,21.95,04/01/2019
"1223B",,"BENRIACH 15YR TAWNY PORT FINISH SCOTCH","750 ML",,92,6,90.95,04/01/2019
"1224B",,"BENRIACH PEDRO XIMINEZ 15 YR OLD SCOTCH","750 ML","15 YRS",92,6,90.95,04/01/2019
"1226B",,"BENRIACH MADEIRA 15 YEAR OLD SCOTCH","750 ML","15 YRS",92,6,90.95,04/01/2019
"1227B",,"JINRO SOJU","750 ML",,48,12,11.10,04/01/2019
"1227E",,"JINRO SOJU","375 ML",,48,24,6.00,04/01/2019
"1227H",,"JINRO SOJU","1.75 L",,48,8,16.95,04/01/2019
"1229B",,"BACARDI WOLF BERRY","750 ML",,70,12,7.00,04/01/2019
"1229F",,"BACARDI WOLF BERRY","50 ML",,70,120,0.50,04/01/2019
"1230B",,"BAJA ROSA STRAWBERRY FLAVORED LIQUEUR","750 ML",,34,12,17.45,04/01/2019
"1231H",,"BACARDI LT CL. CKTLS PINA COLADA","1.75 L",,25,6,5.00,04/01/2019
"1232H",,"BACARDI LT CL. CKTLS MOJITO","1.75 L",,25,6,5.00,04/01/2019
"1233B",,"ARDBEG DAY","750 ML","10 YRS",113,6,89.95,04/01/2019
"1234B",,"VOLI LIGHT VODKA W/NATURAL FLAVORS (DSS)","750 ML",,60,6,5.00,04/01/2019
"1235B",,"VAN GOGH PB & J VODKA","750 ML",,70,6,7.00,04/01/2019
"1236B",,"THREE OLIVES SMORES VODKA","750 ML",,70,12,10.00,04/01/2019
"1237B",,"PLANTATION GRANDE RESERVE 5YR BARBADOS","750 ML",,80,6,30.95,04/01/2019
"1238B",,"GLASER ESTATE VODKA","750 ML",,80,12,5.00,04/01/2019
"1239B",,"BLACK VELVET TOASTED CARAMEL","750 ML",,80,12,11.95,04/01/2019
"1239E",,"BLACK VELVET TOASTED CARAMEL","375 ML",,80,24,4.00,04/01/2019
"1239H",,"BLACK VELVET TOASTED CARAMEL","1.75 L",,80,6,26.95,04/01/2019
"1240B",,"SVEDKA COLADA VODKA","750 ML",,70,12,11.95,04/01/2019
"1241B",,"SWEET BABY MOONSHINE","750 ML",,95,12,25.95,04/01/2019
"1242B",,"NAKED JAY BIG DILL PICKLE FLAVORED VODKA","750 ML",,60,12,10.95,04/01/2019
"1244B",,"WARSHIP PLATINUM RUM 100 PROOF (OREGON)","750 ML",,100,12,17.95,04/01/2019
"1244E",,"WARSHIP PLATINUM RUM 100 PROOF (OREGON)","375 ML",,100,24,3.00,04/01/2019
"1244H",,"WARSHIP PLATINUM RUM 100 PROOF (OREGON)","1.75 L",,100,6,10.00,04/01/2019
"1245B",,"WARSHIP SILVER RUM 80 PROOF (OREGON)","750 ML",,80,12,29.95,04/01/2019
"1245E",,"WARSHIP SILVER RUM 80 PROOF (OREGON)","375 ML",,80,24,2.00,04/01/2019
"1245H",,"WARSHIP SILVER RUM 80 PROOF (OREGON)","1.75 L",,80,6,3.00,04/01/2019
"1246F",,"UV WHIPPED VODKA","50 ML",,60,60,0.50,04/01/2019
"1247B",,"LION HEAD IMPORTED RUSSIAN VODKA","750 ML",,80,6,25.00,04/01/2019
"1250B",,"BRUICHLADDICH CARMEL KOSHER","750 ML",,92,6,135.30,04/01/2019
"1251B",,"APOCALYPTO REPOSADO TEQUILA","750 ML",,80,6,15.00,04/01/2019
"1252B",,"CANADIAN CLUB DOCK 57 BLACKBERRY WHISKEY","750 ML",,80,12,5.00,04/01/2019
"1254B",,"SAMISH BAY GOLDEN WHISKEY WASHINGTON","750 ML",,80,12,3.00,04/01/2019
"1255B",,"PINNACLE CUCUMBER WATERMELON","750 ML",,70,12,9.95,04/01/2019
"1256B",,"MORTLACH SINGLE MALT","750 ML","15 YRS",86,6,102.95,04/01/2019
"1257B",,"GLENCADAM 20 YEAR","750 ML",,86,6,102.20,04/01/2019
"1258B",,"CRAIGELLACHIE SINGLE MALT (GORDON&MACPHL","750 ML","11 YRS",86,6,82.40,04/01/2019
"1259B",,"FERNANDES BLACK LABEL RUM TRINIDAD","750 ML",,80,12,10.00,04/01/2019
"1260B",,"KNOCKING HILLS POTEEN GOLD","750 ML",,160,6,66.50,04/01/2019
"1261B",,"FORTY CREEK CONF OAK","750 ML",,80,6,15.00,04/01/2019
"1262B",,"CANADIAN HUNTER PET CAMO","750 ML",,80,12,9.95,04/01/2019
"1263B",,"SACRED GIN (ENGLAND)","750 ML",,88,6,42.55,04/01/2019
"1265B",,"BIG BOTTOM WHITE PORT","750 ML",,91,12,34.95,04/01/2019
"1266B",,"POTOCKI VODKA","750 ML",,80,6,20.00,04/01/2019
"1267B",,"ALIZE COCO","750 ML",,32,6,10.00,04/01/2019
"1269B",,"360 GLAZED DONUT FLAVORED VODKA","750 ML",,70,12,3.00,04/01/2019
"1269F",,"360 GLAZED DONUT FLAVORED VODKA","50 ML",,70,60,1.75,04/01/2019
"1271B",,"HOUSE SPIRITS RUM (PORTLAND OR)","750 ML",,80,12,49.95,04/01/2019
"1272B",,"ADULT LIMEADE","750 ML",,40,12,10.00,04/01/2019
"1273B",,"JAILERS PREMIUM TENNESSEE WHISKEY","750 ML",,86,6,5.00,04/01/2019
"1274B",,"FORBIDDEN SECRET DARK MOCHA CREAM LIQ","750 ML",,30,6,19.95,04/01/2019
"1276B",,"OLD TAHOE PREMIUM RYE","750 ML",,86,12,10.00,04/01/2019
"1277B",,"OLD TAHOE HONEY RYE","750 ML",,70,12,7.00,04/01/2019
"1278B",,"VINN VODKA","750 ML",,80,12,24.95,04/01/2019
"1279B",,"UNCLE VAL'S BOTANICAL GIN","750 ML",,90,6,34.95,04/01/2019
"1281B",,"ROCK TOWN ARKANSAS HICKORY SMOKED WHSKEY","750 ML",,90,6,12.00,04/01/2019
"1284B",,"CREME YVETTE DELICIEUSE LIQUEUR","750 ML",,56,6,5.00,04/01/2019
"1285B",,"D & T DALMORE 20 YR","750 ML",,100,6,107.45,04/01/2019
"1286B",,"EXPEDITION AMERICAN WEST VODKA","750 ML",,80,12,10.00,04/01/2019
"1288B",,"LARK SINGLE CASK SINGLE MALT(AUSTRALIA)","750 ML",,86,6,70.00,04/01/2019
"1289B",,"LARK DISTILLERS SELECTION SNGL MLT(AUST)","750 ML",,92,6,70.00,04/01/2019
"1290A",,"OUTLAW WHITE MOONSHINE (CALIFORNIA)","LITER",,99,6,5.00,04/01/2019
"1291B",,"J T S BROWN (100 PROOF)","750 ML",,100,12,18.95,04/01/2019
"1294B",,"LARK CASK STRENGTH SINGLE MLT(AUSTRALIA)","750 ML",,116,6,149.00,04/01/2019
"1295B",,"DUNCAN & TAYLOR CAMERONBRIDGE 30 YEAR","750 ML",,115,6,143.45,04/01/2019
"1296B",,"CASA NOBLE ANEJO SINGLE BARREL","750 ML",,80,6,111.75,04/01/2019
"1297B",,"STOLICHNAYA SALTED KARAMEL","750 ML",,75,12,24.95,04/01/2019
"1297F",,"STOLICHNAYA SALTED KARAMEL","50 ML",,75,120,1.50,04/01/2019
"1298B",,"VERACITY SPIRITS NATIVE GIN","750 ML",,88,12,34.00,04/01/2019
"1298F",,"VERACITY SPIRITS NATIVE GIN","50 ML",,88,96,4.00,04/01/2019
"1299B","@","HIGH WEST CAMPFIRE WHISKEY","750 ML",,92,6,69.95,04/01/2019
"1302B",,"COMPASS BOX ORANGERIE ORANGE FLVRD WHSKY","750 ML",,80,6,5.00,04/01/2019
"1304B",,"BENRIACH DARK RUM 12 YEAR OLD","750 ML","12 YRS",92,6,62.45,04/01/2019
"1305B",,"BENRIACH TAWNY PORT 12 YEAR OLD","750 ML","12 YRS",92,6,62.45,04/01/2019
"1306B",,"IT'S FIVE O'CLOCK SOMEWHERE GIN","750 ML",,88,6,22.95,04/01/2019
"1307B",,"PORTLAND POTATO VODKA","750 ML",,80,12,14.95,04/01/2019
"1307E","@","PORTLAND POTATO VODKA","375 ML",,80,12,8.95,04/01/2019
"1307F",,"PORTLAND POTATO VODKA","50 ML",,80,120,2.00,04/01/2019
"1307H",,"PORTLAND POTATO VODKA","1.75 L",,80,6,28.95,04/01/2019
"1308B",,"FOX + MOOSE WHISKEY","750 ML",,90,12,14.80,04/01/2019
"1308E",,"FOX + MOOSE WHISKEY","375 ML",,90,12,9.00,04/01/2019
"1309B",,"EL SAGRADO ANEJO LOS ALTOS","750 ML",,80,6,42.95,04/01/2019
"1310B",,"EL SAGRADO REPOSADO TEQUILA","750 ML",,80,6,37.95,04/01/2019
"1311B",,"EL SAGRADO BLANCO TEQUILA","750 ML",,80,6,12.00,04/01/2019
"1313B",,"BANKERS VIVACITY SPIRITS GIN","750 ML",,88,12,34.00,04/01/2019
"1313F",,"BANKERS VIVACITY SPIRITS GIN","50 ML",,88,96,4.00,04/01/2019
"1315D",,"WAHAKA JOVEN MADRE CUISHE MEZCAL","200 ML",,80,24,8.00,04/01/2019
"1316B",,"WAHAKA JOVEN ESPADIN MEZCAL","750 ML",,80,6,38.80,04/01/2019
"1316D",,"WAHAKA JOVEN ESPADIN MEZCAL","200 ML",,80,24,12.00,04/01/2019
"1317D",,"WAHAKA JOVEN TOBALA MEZCAL","200 ML",,80,24,22.00,04/01/2019
"1318D",,"WAHAKA JOVEN ENSEMBLE MEZCAL","200 ML",,80,24,8.00,04/01/2019
"1319B",,"WHISTLING ANDY HOPSHNOP","750 ML",,68,12,3.00,04/01/2019
"1321B",,"SMIRNOFF ICED CAKE","750 ML",,60,12,3.00,04/01/2019
"1321F",,"SMIRNOFF ICED CAKE","50 ML",,60,120,0.50,04/01/2019
"1322B",,"SMIRNOFF KISSED CARAMEL","750 ML",,60,12,12.95,04/01/2019
"1322F",,"SMIRNOFF KISSED CARAMEL","50 ML",,60,120,1.75,04/01/2019
"1323B",,"CANNON BEACH DSTLLRY PETERS FAMILY GIN","750 ML",,84,12,35.75,04/01/2019
"1324B",,"CANNON BEACH DISTILLERY LOST BUOY GIN","750 ML",,84,12,38.00,04/01/2019
"1325B","@","CANNON BEACH DISTILLERY DORYMEN'S RUM","750 ML",,80,12,24.95,04/01/2019
"1326B",,"WOODFORD MC OAT GRAIN BOURBON","750 ML",,90,6,99.95,04/01/2019
"1327B",,"EVAN WILLIAMS PEP/CHOC EGG NOG","750 ML",,30,12,3.00,04/01/2019
"1328D",,"CASINO AZUL SILVER","200 ML",,80,36,9.65,04/01/2019
"1329B",,"PENSYLVANIA DUTCH PUMPKIN CREAM","750 ML",,25,12,3.00,04/01/2019
"1330B",,"TEMPLETON RYE","750 ML",,80,6,29.95,04/01/2019
"1330E",,"TEMPLETON RYE","375 ML",,80,12,18.95,04/01/2019
"1331B",,"TEQUILA EKECO SILVER","750 ML",,80,12,12.00,04/01/2019
"1332B",,"TEQUILA EKECO REPOSADO","750 ML",,80,12,7.00,04/01/2019
"1334B",,"FIVE WIVES VODKA","750 ML",,80,12,5.00,04/01/2019
"1334F",,"FIVE WIVES VODKA","50 ML",,80,144,0.50,04/01/2019
"1335B",,"360 BUTTERED POPCORN VODKA","750 ML",,70,12,5.00,04/01/2019
"1337B",,"EXOTICO BLANCO TEQUILA","750 ML",,80,12,18.95,04/01/2019
"1338B",,"EXOTICO REPOSADO TEQUILA","750 ML",,80,12,18.95,04/01/2019
"1339B",,"KING ROBERT BLENDED SCOTCH WHISKEY","750 ML",,80,12,9.00,04/01/2019
"1339H",,"KING ROBERT BLENDED SCOTCH WHISKEY","1.75 L",,80,6,15.00,04/01/2019
"1340B",,"SOBIESKI ORANGE FLAVORED VODKA","750 ML",,70,12,12.45,04/01/2019
"1342B",,"COLLINGWOOD CANADIAN WHISKEY","750 ML",,80,6,12.00,04/01/2019
"1343B",,"COUNTER GIN","750 ML",,80,12,7.00,04/01/2019
"1344B",,"BATCH 206 VODKA","750 ML",,80,12,10.00,04/01/2019
"1345B",,"BURNETT'S CANDY CANE VODKA","750 ML",,70,12,5.00,04/01/2019
"1346B",,"EVAN WILLIAMS KY CIDER (SEASONAL)","750 ML",,34,12,3.00,04/01/2019
"1347B","$","JIM BEAM W/2 SPORTS GLASSES","750 ML",,80,6,17.95,04/01/2019
"1348B",,"EL JIMADOR REPOSADO W/375 EL JMDR BLANCO","750 ML",,90,6,9.00,04/01/2019
"1349B",,"JACK DANIEL'S BLACK W/2GL TAILGATE PK G6","750 ML",,80,6,21.95,04/01/2019
"1350H",,"SOUTHERN COMFORT & EGG NOG","1.75 L",,70,3,9.00,04/01/2019
"1351B",,"EVAN WILLIAMS HONEY SHOTGLASS MOLD","750 ML",,70,6,12.95,04/01/2019
"1352B",,"PATRON ANEJO TEQUILA W/2 CRYSTAL BEES","750 ML",,80,6,56.95,04/01/2019
"1353B",,"ARRAN 16 YR","750 ML","16 YRS",92,6,114.45,04/01/2019
"1354B",,"JAGERMEISTER CELEBRATION BUCKET","750 ML",,70,6,12.00,04/01/2019
"1355B",,"GRAND MARNIER NATURAL CHERRY LIQUEUR","750 ML",,80,12,22.00,04/01/2019
"1356B",,"ARGULLO CHARRO REPOSADO","750 ML",,80,12,3.00,04/01/2019
"1357B",,"HAMLEY STRAIGHT WHEAT WHISKEY","750 ML",,80,12,32.45,04/01/2019
"1357H",,"HAMLEY STRAIGHT WHEAT WHISKEY","1.75 L",,80,6,29.00,04/01/2019
"1359B",,"BRUICHLADDICH ISLAY BARLEY","750 ML",,100,6,69.95,04/01/2019
"1360B",,"4 SPIRITS BOURBON WHISKEY (OREGON)","750 ML",,80,12,28.95,04/01/2019
"1361B",,"GLASER ESTATE WHITE RUM","750 ML","3 YRS",80,12,5.00,04/01/2019
"1362B",,"KILCHMAN 2006 5 YEAR SHERRY CASK","750 ML",,92,6,77.00,04/01/2019
"1364B",,"OLMECA ALTOS PLATA 100% DE AGAVE TEQUILA","750 ML",,80,6,26.95,04/01/2019
"1364E",,"OLMECA ALTOS PLATA 100% DE AGAVE TEQUILA","375 ML",,80,24,11.95,04/01/2019
"1364H",,"OLMECA ALTOS PLATA 100% DE AGAVE TEQUILA","1.75 L",,80,6,37.95,04/01/2019
"1365B",,"OLMECA ALTOS REPOSADO 100% DE AGAVE TEQ","750 ML",,80,6,26.95,04/01/2019
"1365E",,"OLMECA ALTOS REPOSADO 100% DE AGAVE TEQ","375 ML",,80,24,11.95,04/01/2019
"1365H",,"OLMECA ALTOS REPOSADO 100% DE AGAVE TEQ","1.75 L",,80,6,37.95,04/01/2019
"1368B",,"TIME BANDIT VODKA","750 ML",,80,12,6.00,04/01/2019
"1368H",,"TIME BANDIT VODKA","1.75 L",,80,6,29.05,04/01/2019
"1369B",,"SHELLBACK SILVER RUM","750 ML",,80,12,7.00,04/01/2019
"1369F",,"SHELLBACK SILVER RUM","50 ML",,80,120,0.50,04/01/2019
"1370B",,"SHELLBACK SPICED RUM","750 ML",,80,12,7.00,04/01/2019
"1370F",,"SHELLBACK SPICED RUM","50 ML",,80,120,0.50,04/01/2019
"1373B",,"JOSEF MACH CINNAMON HERBAL LIQUEUR","750 ML",,80,12,9.00,04/01/2019
"1374B",,"JOSEF MACH KRAUTER LIKOR HERBAL","750 ML",,80,12,10.00,04/01/2019
"1376B",,"SEAGRAM'S COOKIES & CREAM FLAVORED VODKA","750 ML",,60,12,5.00,04/01/2019
"1377B",,"PINNACLE PUMPKIN PIE FLAVORED VODKA","750 ML",,70,12,5.00,04/01/2019
"1378B",,"PUCKER LEMONADE LUST VODKA","750 ML",,70,12,7.00,04/01/2019
"1379B",,"EL TORO GOLD TEQUILA","750 ML",,80,12,5.00,04/01/2019
"1382B",,"MR BOSTON DARK RUM","750 ML",,80,12,6.35,04/01/2019
"1384B",,"MR. BOSTON VODKA","750 ML",,80,12,6.85,04/01/2019
"1388B",,"BELOW DECK GINGER FLAVORED RUM","750 ML",,70,12,3.00,04/01/2019
"1388F",,"BELOW DECK GINGER FLAVORED RUM","50 ML",,70,120,3.00,04/01/2019
"1389B",,"BELOW DECK SILVER RUM","750 ML",,80,12,15.95,04/01/2019
"1389H","@","BELOW DECK SILVER RUM","1.75 L",,80,6,34.95,04/01/2019
"1390H",,"BAJA BOB'S MARGARITA READY TO DRINK","1.75 L",,20,6,15.95,04/01/2019
"1391B",,"THATCHERS ORGANIC ARTISAN APPLE SPICE GN","750 ML",,30,6,3.00,04/01/2019
"1392B",,"THATCHERS ORGANIC ARTISAN COFFEEHOUSE","750 ML",,30,6,7.00,04/01/2019
"1393B",,"PUCKER RASPBERRY RAVE VODKA","750 ML",,70,12,5.00,04/01/2019
